#Standard System Magnitudes
#filter codes 1,2,3,4,5,13,14 = UBVRIr'i'
#SN
#filter MJD   STDMAG dMAG
sn01C
2 53840.17900 19.445 0.165
2 53843.15000 19.655 0.071
3 53827.17800 17.045 0.016
3 53828.15700 17.111 0.018
3 53834.18000 17.639 0.029
3 53837.15000 17.830 0.023
3 53839.15500 18.015 0.034
3 53840.16900 18.086 0.041
3 53843.14000 18.291 0.022
3 53862.14400 18.946 0.045
3 53865.21000 19.000 0.054
3 53867.14300 19.255 0.057
13 53827.17300 17.064 0.017
13 53828.15200 17.081 0.018
13 53834.17600 17.297 0.028
13 53837.14500 17.411 0.019
13 53839.15800 17.779 0.038
13 53840.16400 17.701 0.031
13 53843.13500 17.947 0.025
13 53862.13900 18.782 0.046
13 53865.21200 18.846 0.072
13 53867.13800 18.823 0.029
14 53827.17500 17.683 0.024
14 53828.15400 17.710 0.027
14 53829.15900 17.806 0.108
14 53834.17800 17.508 0.040
14 53837.14700 17.509 0.021
14 53839.15900 17.798 0.048
14 53840.16600 17.822 0.030
14 53843.13700 18.114 0.026
14 53862.14100 19.051 0.062
14 53865.21400 19.244 0.069
14 53867.14000 19.265 0.064
sn06bd
2 53829.30600 19.626 0.078
2 53831.19900 20.229 0.204
2 53841.21600 20.814 0.316
2 53845.22000 21.017 0.171
2 53846.16000 20.963 0.143
2 53848.21100 21.281 0.164
2 53849.21900 21.277 0.161
2 53886.24600 22.381 0.568
3 53831.19600 18.317 0.042
3 53833.18000 18.616 0.097
3 53845.21700 19.823 0.082
3 53846.15700 19.873 0.072
3 53848.20800 20.078 0.092
3 53849.21600 19.903 0.094
3 53857.29900 20.514 0.177
3 53861.23900 21.038 0.550
3 53886.23600 20.991 0.250
13 53829.29800 17.868 0.051
13 53831.19100 18.011 0.035
13 53833.17500 18.186 0.036
13 53841.20800 19.002 0.060
13 53845.21300 19.335 0.059
13 53846.15200 19.418 0.057
13 53848.20300 19.498 0.053
13 53849.21200 19.531 0.053
13 53850.21100 19.488 0.046
13 53861.24300 20.095 0.229
13 53886.24100 21.135 0.256
14 53829.30000 18.030 0.049
14 53831.19400 18.025 0.035
14 53841.21000 18.768 0.068
14 53845.21500 19.211 0.062
14 53846.15500 19.193 0.068
14 53848.20500 19.432 0.069
14 53849.21400 19.439 0.063
14 53850.21300 19.499 0.073
14 53857.30500 19.961 0.206
14 53861.24500 20.184 0.228
14 53886.24400 21.113 0.290
sn06bk
1 53836.35862 17.584 0.118
2 53836.36240 17.718 0.047
2 53840.31782 18.041 0.064
2 53841.28557 18.204 0.036
2 53842.47521 18.437 0.038
2 53843.29628 18.416 0.041
2 53844.47603 18.479 0.041
2 53845.30006 18.676 0.034
2 53846.25690 18.850 0.038
2 53848.30082 19.017 0.050
2 53849.31144 19.140 0.047
2 53858.37359 19.923 0.078
2 53859.36009 19.993 0.090
2 53865.45858 20.327 0.115
2 53879.41784 20.448 0.130
2 53880.37758 20.829 0.179
3 53836.35264 17.317 0.033
3 53838.26313 17.384 0.039
3 53838.39354 17.319 0.019
3 53840.31552 17.631 0.047
3 53841.28324 17.427 0.020
3 53842.47291 17.544 0.021
3 53843.29398 17.610 0.025
3 53844.47373 17.651 0.022
3 53845.29775 17.680 0.021
3 53846.25461 17.737 0.021
3 53848.29851 17.901 0.024
3 53849.30912 17.905 0.025
3 53858.37057 18.395 0.034
3 53859.35708 18.410 0.032
3 53863.22403 18.700 0.064
3 53865.45081 18.789 0.048
3 53866.36453 18.736 0.054
3 53867.29946 18.983 0.093
3 53879.41483 18.938 0.056
3 53880.37457 19.236 0.062
3 53891.30824 19.430 0.081
3 53894.42074 19.543 0.100
13 53836.34931 17.199 0.025
13 53838.39021 17.255 0.019
13 53840.31222 17.342 0.032
13 53841.27992 17.333 0.017
13 53842.46959 17.401 0.018
13 53843.29067 17.379 0.018
13 53844.47042 17.449 0.018
13 53845.29444 17.504 0.018
13 53846.25131 17.508 0.018
13 53848.29521 17.577 0.016
13 53849.30580 17.627 0.018
13 53858.36586 17.976 0.021
13 53859.35234 18.022 0.022
13 53863.21928 18.187 0.029
13 53865.45390 18.279 0.027
13 53866.35978 18.282 0.029
13 53867.29473 18.525 0.040
13 53879.41251 18.726 0.036
13 53880.37225 18.679 0.032
13 53891.30591 19.035 0.050
13 53894.41844 19.248 0.052
14 53836.35093 17.498 0.034
14 53838.26142 17.612 0.032
14 53838.39182 17.570 0.030
14 53840.31382 17.538 0.041
14 53841.28153 17.683 0.030
14 53842.47119 17.693 0.028
14 53843.29227 17.659 0.032
14 53844.47204 17.669 0.029
14 53845.29605 17.702 0.028
14 53846.25289 17.764 0.031
14 53848.29681 17.783 0.030
14 53849.30741 17.782 0.031
14 53859.35465 17.899 0.031
14 53863.22161 18.096 0.036
14 53865.45622 18.104 0.034
14 53866.36209 18.307 0.045
14 53867.29706 18.288 0.049
14 53879.41022 18.734 0.057
14 53880.36995 18.721 0.062
14 53891.30360 19.351 0.120
14 53894.41613 19.246 0.080
sn06bq
1 53850.47432 16.685 0.028
1 53850.47796 16.752 0.031
1 53851.46799 16.782 0.032
1 53851.47163 16.782 0.029
1 53852.43787 16.852 0.031
1 53852.44150 16.829 0.032
1 53854.46744 17.040 0.035
1 53854.47106 17.078 0.033
1 53855.45093 17.171 0.032
1 53855.45456 17.154 0.031
1 53856.48066 17.355 0.043
1 53856.48429 17.357 0.043
1 53858.44916 17.592 0.049
1 53858.45278 17.624 0.042
1 53859.41728 17.783 0.048
1 53859.42091 17.767 0.047
1 53861.42875 18.164 0.057
1 53861.43238 18.089 0.053
1 53862.44456 18.191 0.054
1 53862.44819 18.218 0.058
1 53866.42737 18.760 0.105
1 53866.43101 18.897 0.095
2 53850.47057 16.531 0.015
2 53851.46426 16.589 0.013
2 53852.43413 16.626 0.012
2 53854.46368 16.783 0.017
2 53855.44718 16.877 0.015
2 53856.47692 17.005 0.016
2 53857.47561 17.102 0.015
2 53858.45655 17.224 0.018
2 53859.42469 17.382 0.016
2 53861.42499 17.659 0.020
2 53862.45196 17.810 0.019
2 53866.43478 18.361 0.033
2 53867.39595 18.683 0.044
2 53871.39698 18.968 0.056
2 53873.39027 19.185 0.060
2 53879.46208 19.607 0.077
2 53886.43394 19.968 0.108
2 53890.43412 20.035 0.108
2 53907.38472 20.334 0.150
3 53850.46278 16.288 0.013
3 53851.45646 16.291 0.012
3 53852.42635 16.294 0.012
3 53854.45594 16.395 0.013
3 53855.43938 16.466 0.013
3 53856.46912 16.538 0.015
3 53857.46785 16.626 0.013
3 53858.44610 16.678 0.014
3 53859.41424 16.761 0.014
3 53861.41720 16.882 0.015
3 53862.44152 16.939 0.016
3 53866.42434 17.172 0.017
3 53867.38550 17.224 0.020
3 53871.39396 17.500 0.022
3 53879.45906 18.192 0.030
3 53886.43091 18.516 0.038
3 53890.43111 18.656 0.041
3 53891.42069 18.701 0.059
3 53907.38171 19.305 0.068
13 53850.46587 16.294 0.014
13 53851.45955 16.354 0.014
13 53852.42942 16.280 0.012
13 53854.45902 16.454 0.014
13 53855.44248 16.550 0.015
13 53856.47222 16.629 0.014
13 53857.47093 16.703 0.016
13 53858.44138 16.786 0.015
13 53859.40951 16.850 0.015
13 53861.42029 16.886 0.016
13 53862.43682 16.937 0.015
13 53866.41959 16.952 0.016
13 53867.38080 16.973 0.016
13 53871.39167 17.134 0.018
13 53873.38495 17.343 0.016
13 53879.45677 17.798 0.023
13 53886.42859 18.074 0.027
13 53890.42878 18.272 0.030
13 53899.35770 18.671 0.064
13 53907.37942 19.051 0.052
14 53850.46818 17.021 0.022
14 53851.46186 16.939 0.019
14 53852.43174 17.009 0.018
14 53854.46131 17.220 0.023
14 53855.44479 17.455 0.028
14 53856.47454 17.552 0.025
14 53857.47323 17.675 0.027
14 53858.44368 17.693 0.029
14 53859.41181 17.766 0.030
14 53861.42260 17.682 0.028
14 53862.43911 17.661 0.030
14 53866.42191 17.454 0.025
14 53867.38309 17.455 0.026
14 53871.38935 17.403 0.024
14 53873.38263 17.546 0.027
14 53879.45446 17.988 0.034
14 53886.42627 18.403 0.050
14 53890.42647 18.666 0.064
14 53907.37709 19.542 0.135
sn06br
2 53852.32300 19.278 0.062
2 53853.33700 19.302 0.067
2 53854.25100 19.262 0.065
2 53855.35500 19.250 0.047
2 53856.29000 19.434 0.048
2 53857.37400 19.449 0.055
2 53858.23400 19.414 0.051
2 53859.23900 19.595 0.068
2 53860.24200 19.668 0.077
2 53861.31800 19.825 0.078
2 53863.18900 20.071 0.152
2 53864.22300 20.227 0.184
2 53874.34400 21.041 0.329
3 53852.32100 18.288 0.025
3 53853.33100 18.253 0.038
3 53854.24800 18.227 0.032
3 53855.34900 18.263 0.025
3 53856.28400 18.270 0.025
3 53857.36600 18.363 0.027
3 53858.23100 18.370 0.024
3 53859.23600 18.362 0.023
3 53860.23900 18.498 0.025
3 53861.31000 18.600 0.029
3 53863.18600 18.668 0.045
3 53864.22000 18.801 0.043
3 53874.34100 19.274 0.063
13 53853.33300 17.798 0.030
13 53855.35200 17.847 0.024
13 53856.28700 17.850 0.023
13 53857.36900 17.960 0.029
13 53858.22600 17.985 0.025
13 53859.23100 18.096 0.026
13 53860.23400 18.218 0.029
13 53861.31300 18.303 0.031
13 53863.18100 18.490 0.042
13 53864.21500 18.457 0.037
13 53874.33800 18.637 0.037
14 53853.33500 17.889 0.031
14 53855.35300 18.071 0.027
14 53856.28800 18.036 0.030
14 53857.37100 18.232 0.037
14 53858.22800 18.214 0.034
14 53859.23400 18.418 0.034
14 53860.23600 18.543 0.039
14 53861.31500 18.570 0.036
14 53863.18400 18.897 0.066
14 53864.21700 18.715 0.049
14 53874.33600 18.449 0.043
sn06bt
1 53857.45700 17.008 0.039
1 53857.46100 17.016 0.039
1 53858.24900 17.033 0.042
1 53858.25200 16.996 0.039
1 53859.26100 17.118 0.044
1 53859.26500 17.084 0.041
1 53860.25200 17.148 0.050
1 53860.25500 17.188 0.048
1 53861.45300 17.238 0.043
1 53861.45700 17.229 0.042
1 53862.38600 17.369 0.041
1 53862.39000 17.335 0.043
1 53874.41700 18.922 0.153
1 53874.42100 18.663 0.136
1 53879.44100 19.039 0.114
1 53879.44400 19.197 0.151
1 53886.39000 20.173 0.278
1 53890.38900 20.364 0.466
2 53854.33600 17.187 0.018
2 53855.38400 17.158 0.020
2 53856.38300 17.145 0.017
2 53857.45400 17.145 0.019
2 53858.25600 17.148 0.018
2 53859.26900 17.175 0.019
2 53860.25900 17.214 0.020
2 53861.45000 17.301 0.019
2 53862.39300 17.320 0.018
2 53863.24500 17.395 0.030
2 53866.39700 17.596 0.030
2 53867.33600 17.752 0.064
2 53874.41400 18.476 0.042
2 53879.43800 18.976 0.042
2 53886.38700 19.420 0.049
2 53890.38600 19.674 0.065
2 53891.34800 19.699 0.085
2 53894.39800 20.108 0.158
2 53899.33300 20.160 0.398
2 53907.34600 20.188 0.071
2 53928.27800 20.454 0.492
2 53929.31200 20.347 0.487
3 53854.33400 17.046 0.016
3 53855.37800 16.993 0.016
3 53856.37700 16.963 0.013
3 53857.44800 16.952 0.017
3 53858.24600 16.950 0.017
3 53859.25900 16.943 0.016
3 53860.24900 16.933 0.018
3 53861.44500 16.934 0.017
3 53862.38400 16.970 0.017
3 53863.23500 16.988 0.020
3 53866.38700 17.152 0.024
3 53867.32700 17.153 0.033
3 53874.41200 17.535 0.024
3 53879.43500 17.840 0.023
3 53886.38400 18.328 0.027
3 53890.38400 18.523 0.038
3 53891.34500 18.556 0.038
3 53894.39500 18.697 0.063
3 53899.33000 18.878 0.206
3 53907.34300 18.960 0.036
3 53928.27500 19.337 0.150
13 53855.38000 17.045 0.016
13 53856.37900 17.027 0.016
13 53857.45100 16.997 0.018
13 53858.24300 16.977 0.017
13 53859.25600 16.965 0.017
13 53860.24600 16.967 0.018
13 53861.44700 16.965 0.018
13 53862.38000 16.983 0.017
13 53863.23200 16.999 0.021
13 53866.38400 17.077 0.023
13 53867.32300 17.087 0.028
13 53874.41000 17.396 0.022
13 53879.43400 17.567 0.021
13 53886.38300 17.922 0.021
13 53890.38200 18.141 0.024
13 53891.34300 18.178 0.027
13 53894.39300 18.311 0.039
13 53899.32800 18.643 0.129
13 53907.34000 18.726 0.024
13 53928.27300 19.381 0.106
13 53929.30600 19.297 0.125
14 53855.38200 17.295 0.019
14 53856.38100 17.285 0.019
14 53857.45200 17.267 0.027
14 53858.24500 17.284 0.027
14 53859.25700 17.327 0.025
14 53860.24800 17.296 0.024
14 53861.44900 17.297 0.020
14 53862.38200 17.317 0.021
14 53863.23300 17.315 0.024
14 53866.38600 17.367 0.029
14 53867.32500 17.473 0.035
14 53874.38800 17.616 0.027
14 53874.40900 17.627 0.023
14 53879.43200 17.605 0.019
14 53886.38100 17.814 0.024
14 53890.38000 18.001 0.032
14 53891.34000 18.068 0.030
14 53894.39100 18.270 0.041
14 53899.32700 18.564 0.077
14 53907.33900 18.624 0.036
14 53928.27100 19.103 0.102
sn06bu
2 53858.36000 18.422 0.032
2 53859.25100 18.468 0.035
2 53861.35500 18.575 0.035
2 53863.20100 18.767 0.093
3 53858.35700 18.332 0.028
3 53859.24800 18.335 0.031
3 53861.34700 18.465 0.043
3 53863.19800 18.589 0.070
3 53882.36600 19.313 0.081
13 53858.35200 18.402 0.041
13 53859.24300 18.379 0.031
13 53861.35000 18.453 0.039
13 53863.19300 18.561 0.049
13 53882.36300 19.158 0.057
14 53858.35400 18.994 0.083
14 53859.24600 18.900 0.048
14 53861.35300 18.918 0.050
14 53863.19600 19.000 0.073
14 53882.36000 19.191 0.065
sn06bw
2 53859.28532 17.940 0.019
2 53860.27625 18.011 0.028
2 53861.37829 18.145 0.020
2 53864.24022 18.469 0.042
2 53871.31211 19.478 0.076
2 53874.37573 19.772 0.100
2 53879.39811 20.076 0.095
3 53859.27557 17.357 0.014
3 53860.26650 17.412 0.015
3 53861.37259 17.425 0.015
3 53863.25157 17.641 0.027
3 53864.23047 17.628 0.018
3 53871.30910 18.219 0.024
3 53874.37271 18.442 0.029
3 53879.39510 18.810 0.036
13 53859.27227 17.298 0.014
13 53860.26317 17.343 0.015
13 53861.37498 17.353 0.016
13 53863.24826 17.463 0.026
13 53864.22716 17.558 0.016
13 53871.30679 17.882 0.018
13 53874.37042 18.078 0.021
13 53879.39280 18.420 0.025
13 53891.28196 19.128 0.057
14 53859.27387 17.745 0.026
14 53861.37660 17.867 0.022
14 53863.24986 17.995 0.040
14 53864.22876 18.025 0.029
14 53871.30448 18.051 0.028
14 53874.36809 18.143 0.032
14 53879.39047 18.288 0.029
14 53891.27966 19.084 0.090
sn06bz
2 53861.29492 18.544 0.027
2 53862.19633 18.399 0.034
2 53863.15075 18.493 0.034
2 53864.16537 18.485 0.032
2 53866.18097 18.842 0.063
2 53874.23017 20.053 0.080
2 53876.19189 20.387 0.109
2 53879.32664 20.796 0.160
3 53861.28713 17.921 0.023
3 53862.18588 17.766 0.021
3 53863.14031 17.800 0.028
3 53864.16236 17.714 0.025
3 53865.27083 17.742 0.029
3 53866.17797 17.721 0.028
3 53867.25938 17.739 0.025
3 53874.22716 18.514 0.027
3 53876.18888 18.770 0.036
3 53879.32362 19.086 0.049
3 53882.33125 19.331 0.056
3 53890.31046 19.777 0.093
13 53861.29022 17.810 0.018
13 53862.18119 17.692 0.020
13 53863.13561 17.630 0.021
13 53864.15762 17.564 0.028
13 53865.27392 17.550 0.023
13 53866.17321 17.532 0.023
13 53867.25463 17.514 0.022
13 53874.22488 18.045 0.021
13 53876.18656 18.274 0.028
13 53879.32133 18.523 0.024
13 53882.32823 18.877 0.035
13 53890.30745 19.136 0.043
14 53862.18348 17.868 0.031
14 53863.13791 17.800 0.024
14 53864.15993 17.764 0.035
14 53865.27624 17.729 0.026
14 53866.17554 17.653 0.042
14 53867.25694 17.756 0.026
14 53874.22257 17.991 0.026
14 53876.18424 18.183 0.042
14 53879.31904 18.440 0.033
14 53882.32522 18.702 0.041
14 53890.30442 19.349 0.109
sn06cc
1 53864.25549 18.460 0.140
1 53865.41703 18.135 0.075
1 53865.42066 18.335 0.075
1 53867.36747 17.891 0.069
1 53867.37111 17.716 0.052
1 53871.24885 17.862 0.068
1 53871.25249 17.946 0.070
1 53872.32053 17.978 0.074
1 53872.32418 17.861 0.078
1 53873.25888 17.959 0.058
1 53873.26252 17.975 0.047
1 53874.25751 18.065 0.060
1 53874.26116 18.120 0.057
1 53877.35978 18.169 0.046
1 53877.36341 18.179 0.059
1 53878.38030 18.276 0.061
1 53878.41878 18.194 0.064
1 53878.42241 18.182 0.058
1 53879.37502 18.378 0.063
1 53879.37866 18.403 0.064
1 53880.40179 18.593 0.086
1 53880.40543 18.579 0.081
1 53882.35172 18.617 0.083
1 53882.35536 18.814 0.110
1 53886.37267 19.004 0.098
1 53886.37632 19.081 0.119
1 53890.41822 19.152 0.112
2 53864.25925 18.647 0.041
2 53865.41328 18.518 0.044
2 53866.21800 18.367 0.079
2 53867.37487 18.230 0.032
2 53871.24509 17.965 0.026
2 53872.31679 17.939 0.026
2 53873.25515 17.906 0.022
2 53874.25377 17.926 0.023
2 53877.35603 18.031 0.019
2 53878.37656 18.019 0.025
2 53878.41505 18.065 0.022
2 53879.37127 18.142 0.023
2 53880.39804 18.125 0.020
2 53882.34797 18.282 0.025
2 53886.36892 18.610 0.031
2 53890.41448 19.145 0.040
2 53891.37918 19.127 0.048
2 53894.37735 19.394 0.095
2 53907.36867 20.884 0.173
3 53864.24881 18.265 0.030
3 53865.40550 18.118 0.024
3 53866.20753 18.011 0.051
3 53867.36443 17.762 0.023
3 53870.42684 17.751 0.066
3 53870.44795 17.789 0.038
3 53871.24208 17.547 0.015
3 53872.31377 17.550 0.017
3 53872.34885 17.539 0.016
3 53873.25213 17.517 0.016
3 53874.25076 17.473 0.015
3 53874.45241 17.472 0.017
3 53877.35301 17.529 0.016
3 53878.37355 17.549 0.020
3 53878.41206 17.578 0.016
3 53879.36826 17.592 0.016
3 53880.39503 17.618 0.016
3 53882.34497 17.704 0.017
3 53886.36591 17.929 0.019
3 53890.41146 18.156 0.024
3 53891.37617 18.280 0.026
3 53894.37433 18.572 0.035
3 53899.34257 18.539 0.045
3 53902.34363 18.902 0.043
3 53907.36565 19.111 0.049
3 53915.38833 19.729 0.092
13 53864.24409 18.142 0.023
13 53865.40860 17.895 0.019
13 53866.20279 17.828 0.034
13 53867.35969 17.664 0.019
13 53870.42453 17.498 0.022
13 53870.44565 17.400 0.030
13 53871.23978 17.424 0.016
13 53872.31146 17.399 0.016
13 53872.34653 17.329 0.016
13 53873.24981 17.334 0.016
13 53874.24847 17.331 0.016
13 53874.45009 17.350 0.015
13 53875.22358 17.271 0.049
13 53877.35069 17.355 0.015
13 53878.37124 17.336 0.022
13 53878.40972 17.378 0.016
13 53879.36595 17.421 0.016
13 53880.39273 17.455 0.016
13 53882.34264 17.577 0.016
13 53886.36361 17.813 0.016
13 53890.40913 18.086 0.021
13 53891.37388 18.116 0.025
13 53894.37201 18.146 0.024
13 53899.34027 18.153 0.023
13 53902.34132 18.275 0.026
13 53907.36333 18.573 0.028
13 53915.38605 19.016 0.043
14 53864.24638 18.137 0.020
14 53865.41090 17.901 0.022
14 53866.20510 17.830 0.037
14 53870.44333 17.662 0.036
14 53872.30916 17.710 0.022
14 53872.34421 17.666 0.021
14 53873.24751 17.711 0.019
14 53874.24615 17.729 0.024
14 53874.44779 17.755 0.020
14 53877.34838 17.830 0.021
14 53878.40742 17.829 0.018
14 53879.36362 17.888 0.019
14 53880.39042 17.918 0.018
14 53882.34032 18.055 0.021
14 53886.36130 18.405 0.025
14 53890.40684 18.567 0.029
14 53891.37156 18.587 0.039
14 53894.36971 18.492 0.036
14 53899.33794 18.401 0.035
14 53902.33900 18.317 0.026
14 53907.36102 18.392 0.024
14 53915.38373 18.914 0.054
14 53928.32602 19.338 0.120
14 53929.33876 19.453 0.131
sn06cf
1 53879.18645 17.352 0.049
1 53879.19008 17.417 0.049
1 53886.17645 18.615 0.075
2 53879.18269 17.296 0.018
2 53886.16906 17.867 0.021
2 53903.18800 19.777 0.081
3 53877.17213 17.166 0.018
3 53903.18499 18.715 0.062
13 53874.21652 17.160 0.016
13 53877.16981 17.317 0.022
13 53879.13953 17.245 0.019
13 53886.18365 17.625 0.019
13 53903.18269 18.301 0.031
14 53874.21419 17.731 0.021
14 53877.16752 17.872 0.025
14 53879.13722 17.967 0.039
14 53886.19030 18.386 0.030
14 53903.18038 18.158 0.035
sn06cg
2 53873.15204 17.060 0.021
2 53879.35144 17.928 0.023
3 53873.14972 16.606 0.018
3 53874.35235 16.647 0.018
3 53879.34914 17.018 0.017
13 53873.14810 16.584 0.020
13 53874.35073 16.676 0.022
13 53879.34755 16.954 0.020
13 53894.30705 17.767 0.047
14 53873.14650 17.187 0.024
14 53874.34914 17.234 0.022
14 53879.34593 17.489 0.023
14 53894.30476 17.880 0.048
sn06cj
1 53879.31079 17.872 0.052
1 53879.31443 17.968 0.055
1 53880.25140 18.019 0.055
1 53880.25504 18.192 0.061
1 53881.36719 18.174 0.063
1 53882.26091 18.215 0.062
1 53882.26455 18.166 0.057
1 53882.31694 18.183 0.069
1 53882.32058 18.078 0.055
1 53883.19123 18.251 0.057
1 53883.19485 18.291 0.053
1 53885.19492 18.380 0.058
1 53885.19855 18.438 0.060
1 53886.26889 18.401 0.065
1 53886.27252 18.543 0.077
1 53888.19821 18.634 0.110
1 53888.20185 18.667 0.083
2 53879.30704 18.207 0.025
2 53880.24765 18.211 0.027
2 53881.35979 18.264 0.028
2 53882.25716 18.258 0.024
2 53882.31318 18.309 0.029
2 53883.18745 18.334 0.026
2 53884.32742 18.409 0.027
2 53885.19118 18.418 0.026
2 53886.26513 18.493 0.027
2 53888.19447 18.593 0.030
3 53879.30402 18.145 0.027
3 53880.24463 18.192 0.024
3 53881.35677 18.196 0.026
3 53882.25416 18.214 0.028
3 53882.31017 18.212 0.028
3 53883.18443 18.219 0.031
3 53884.32440 18.232 0.031
3 53885.18816 18.278 0.031
3 53886.26212 18.329 0.028
3 53890.27689 18.534 0.043
3 53894.28978 18.677 0.101
3 53899.24876 18.983 0.100
3 53939.17639 21.033 0.291
13 53879.30172 18.232 0.020
13 53880.18519 18.189 0.023
13 53880.24232 18.140 0.022
13 53881.35448 18.224 0.031
13 53882.25185 18.250 0.027
13 53882.30786 18.218 0.025
13 53883.18212 18.245 0.027
13 53885.18584 18.356 0.032
13 53886.25980 18.357 0.021
13 53888.18912 18.454 0.038
13 53894.28747 18.870 0.091
13 53899.24645 18.903 0.080
13 53939.17337 20.800 0.246
14 53879.29941 18.743 0.048
14 53880.18287 18.745 0.048
14 53881.35216 18.756 0.039
14 53882.24954 18.818 0.038
14 53882.30554 18.843 0.043
14 53883.17980 18.850 0.046
14 53885.18353 18.914 0.037
14 53886.25748 18.980 0.050
14 53888.18682 19.014 0.060
14 53890.27227 19.216 0.102
14 53899.24414 19.575 0.141
14 53928.20933 20.404 0.315
sn06cm
2 53884.45800 18.305 0.048
2 53885.46000 18.294 0.047
2 53886.41200 18.333 0.035
2 53886.41900 18.326 0.039
2 53887.46100 18.243 0.048
2 53890.40200 18.431 0.040
2 53891.46100 18.526 0.050
2 53894.41100 18.705 0.044
2 53907.39800 19.949 0.119
2 53915.45500 20.596 0.237
2 53925.44200 21.909 0.554
2 53932.34700 22.074 0.867
3 53884.45600 17.210 0.024
3 53885.45800 17.199 0.026
3 53887.45900 17.196 0.018
3 53890.39900 17.220 0.024
3 53891.45900 17.303 0.025
3 53894.40800 17.482 0.027
3 53899.37300 17.828 0.046
3 53907.39500 18.143 0.031
3 53915.45200 18.497 0.057
3 53925.43900 19.156 0.092
3 53932.34400 19.306 0.116
3 53934.43500 19.533 0.115
13 53884.45400 16.843 0.021
13 53885.45600 16.817 0.021
13 53886.40600 16.823 0.021
13 53887.45700 16.799 0.020
13 53890.39600 16.892 0.020
13 53891.45700 16.962 0.021
13 53894.40600 17.203 0.023
13 53899.37000 17.447 0.026
13 53907.39200 17.601 0.024
13 53915.39800 18.067 0.064
13 53915.45000 17.849 0.024
13 53925.43700 18.513 0.060
13 53932.34200 18.859 0.070
13 53934.43200 19.020 0.052
14 53884.45200 16.885 0.024
14 53885.45500 16.860 0.024
14 53886.40400 16.907 0.023
14 53887.45500 16.940 0.023
14 53890.39400 17.060 0.024
14 53891.45500 17.162 0.025
14 53894.40400 17.467 0.032
14 53907.39000 17.487 0.026
14 53915.39600 17.489 0.031
14 53915.44800 17.460 0.029
14 53925.43400 18.077 0.037
14 53932.34000 18.575 0.085
14 53934.42900 18.758 0.065
